Text,Category
আরে রাখেন আপনের বংশ পরিচয় । কোন বড়লোক এর বাচ্চা এই পোলা এইডা আমগো দেহার বিষয় না। এই পোলা আমগো পাড়ায় আইসা আমগো মাইয়ার ইজ্জৎ এর উপর হাত দিছে । ওরে ধইরা পায়ে থাইকা মাথা পর্যন্ত পিডাইলে ওর আক্কেল ওইবো ।,ranoAG
এদেরকে যদি সময় মতো টিকা দিতো তাহলে আর আমাদের এই ছবি দেখতে হতো না। তাই আপনার সন্তানকে সময় মতো টিকা দিন।,ranoAG
"বৃদ্ধ কেয়ার টেকার ওটাতে হাত দিতে মানা করেছিল।বলেছিল, ছোট আম্মা, ওটা যেখানে ছিল সেখানেই রেখে দিন । আপনার নানীজানের মুখে এই সিন্দুকটা সম্পর্কে খুব একটা ভালো কথা শুনি নাই।",ranoAG
ঢাকনাটা খুলতেই কালচে নীল একটা ধোঁয়া কুণ্ডুলী পাকিয়ে উপরে দিকে উঠতে শুরু করেছে। অসম্ভব ভয় লাগছে আমার। বাড়ির বাকি সদস্যদের সঙ্গী করার উপায় নেই!,ranoAG
"আর তখনি দরজায় করা নাড়লো কেও । নাবিলা আর জাফর ছিটকে পড়লো । ভয়ে নাবিলা কাঁপতে লাগলো। জাফর ও থমকে দাঁড়িয়ে আছে । কেও কোন কথা বলছে না। আবার করা নাড়ার শব্দ , সাথে কেও ডাকছে।",ranoAG
আমি মনে করি আমার হাসব্যান্ড এইরকম রোমান্টিক হবে. আমাকে ওর মতো করেই ভালবাসবে সেই অপেক্ষায় আছি আমি জানি না কখন শেষ হবে আমার অপেক্ষা,ranoAG
"বিলকিস বেগমের রূপে আমি মুগ্ধ হয়ে যাই, আহা কি তার রূপ, কি তার গুন । আমি শুধু তার পাশে পাশে থাকতে চাইতাম।",ranoAG
সরু রাতা ধরে হাটতে অনেক ভাললাগে নাবিলার । শহরের স্কুল এর বান্ধবীদের এই রাস্তা টা খুব পছন্দের আর তাই ওর দুই বান্ধবী চারু আর দিশা মাঝে মাঝেই নাবিলাদের বাড়ি আসে আর সবাই মিলে ওই সরু পথে হাটতে যায় ।,ranoAG
"শর্ট ভিডিও করেন ভাই। আধা ঘন্টা ধরে দেখতে পারিনা। আমরা আগের সেই তাহসিনেশনকে দেখতে চাই যেখানে প্রতিটা সেকেন্ডই পোড়া গন্ধ থাকবে।
",ranoAG
"শিশুটি হয়ত আর দশদিন বাঁচবে, তবে শেষটা ক্রিকেটের সাথেই...পাঁচ বছরের ছোট্ট শিশু স্ল্যাটার ওয়াকার। যেকোনো দিন পৃথিবীর মায়া ত্যাগ করে চিরতরে চলে যেতে পারে ক্যান্সার আক্রান্ত শিশুটি।",ranoAG
মাঝে মাঝে মনে হয় তোমাকে চাওয়াটা অনেক ভুল হয়ত ভুল তবে এই ভুলের মাশুল এইভাবেই কি দিতে হতো? জানি না তবে যা জানি তা মানি না,ranoAG
আমি ভেবেছিলাম এই গান টা ইংলিশ তারপর দেখি বংলা।আমার মতো কে কে আছেন এই গান টা ইংলিশ ভেবেছিলেন?? তারা এই কমেনটে লাইক দিয়ে সাড়া দিন।,ranoAG
"চুরি করছে তো করছে, ক্রেডিট দিছে আরেকজনকে। এইডাই সবচেয়ে বড় earki মনে হইল আমার কাছে।",ranoAG
"ঠিক দক্ষিণ-পশ্চিম দিকের ঘরটা যখন খুললাম, ঘরের এক কোণে একটা সিন্দুক পেলাম। আমার দেখা সিন্দুক্গুলো থেকে একেবারেই ভিন্ন ধরণের। সিন্দুকটা বেশ পুরোনো আর প্রয়োজনের তুলনায় অরিরিক্ত মজবুত।",ranoAG
নিজের চিন্তায় মশগুল ছিলাম । অন্য কারো উপস্থিতি অনুভব করতেই চমকে ঘুরে তাকালাম। এ বাবা! এটা আবার কে,ranoAG
আচ্ছা বলতো তুমি এতো রাতে কিভাবে আসলে? তোমার একটুও ভয় করলো না ? যদি কেও দেখে ফেলে তোমাকে আমার ঘরে ? আমার কিন্তু অনেক ভয় করছে।,ranoAG
"সালমান খানকে দোষ দিয়ে কোন লাভ নেই,কারণ সে অতিথি এবং সে এন্টারটেইনার, তার প্রফেশন এটা তার কাজ এটা।সুতরাং আওয়ামী পন্থী বলাটা যুক্তিযুক্ত নয়।",ranoAG
হায়রে বাংগালী!  কোটি কোটি টাকা দিয়ে ইন্ডিয়ার নর্তকিদের এনে বাংলার পবিত্র মাঠি নষ্ট করলি  অথচ এন্ড্রু কিশোর আজ টাকার অভাবে ধুকে ধুকে মারা যাচ্ছে  লজ্জা কোথায় রাখি,ranoAG
"অন্যায়কে প্রতিহত করার নানা উপায়ের একটি হচ্ছে চুপ থাকা, ইগনোর করা। সেই কাজ থেকে নিজেকে বিরত রাখা।",ranoAG
অন্তঃসত্ত্বা অসুস্থ স্ত্রীকে নিয়ে গাড়িতে করে হাসপাতালে যাচ্ছিলেন তিনি। অবরোধের কারণে দীর্ঘ সময় যানজটে আটকে থাকায় বিরক্ত হয়ে শিক্ষার্থীদের কাছে তাঁর গাড়িটি ছেড়ে দেওয়ার অনুরোধ করলেও তারা ছাড়ে না।,ranoAG
নাবিলা ! নাবিলা ! দড়জা খোল। এই সব কি করতাছস ? লজ্জা সরমের মাথা কি খাইয়া ফালাইছস? খোল কইতাছি। তর বাপ মায় বাড়িত নাই আর তুই এইখানে রং তামাসা শুরু করছস ?,ranoAG
"আইচ্ছা , তাইলে রমিজ এর পোলা জাফর ? ওই পোলা, তুই জানস না তুই কোন বংশের পোলা ? মাইঝ রাইতে গরীব মাইয়াডার ইজ্জৎ লইয়া কেন খেলতাছস ?",ranoAG
ভাত পঁচে গেলে মদ হয়।মদ খেলে মানুষ বদ হয়। বদ পঁচে গেলে নাস্তিক হয়।নাস্তিক পচে গেলে মুশরিক হয়। আর মুশরিক পচে গেলে জারজ হয়।আর জারজ পচে গেলে আওয়ামীলিগ হয়,ranoAG
"চীনে এ ভাইরাসে আক্রান্ত ব্যক্তি শনাক্ত করা হয়েছে এখন পর্যন্ত প্রায় ২,০০০ জন। তবে বিশেষজ্ঞরা আশঙ্কা করছেন, প্রকৃত সংখ্যা আরো বেশি। তাই শুধু চীন নয়, সমগ্র বিশ্বই এ ভাইরাস নিয়ে উদ্বিগ্ন।",ranoAG
"মেগাহেদের ভাষ্যনুযায়ী পুরাতন রাজবংশীয় কবরগুলোতে মৃতদের নিজের ছবি থাকার ব্যাপারটি অভাবনীয়, কারণ তা সাধারণত দেখা যায়না।",ranoAG
"যেসব ডাক্তার ও নার্স উহান শহরে যাচ্ছেন করোনা ভাইরাসের বিরুদ্ধে লড়াই করতে, প্রিয়জনদের কাছ থেকে বিদায় নেওয়ার মুহূর্তের দৃশ্য।",ranoAG
"বলার অপেক্ষা রাখে প্রত্যেকেই একধরনের সুইসাইডাল মিশনে যাচ্ছে, আপনজনের কাছে আর জীবিত ফিরবে কিনা নিশ্চয়তা নেই। 'চিরবিদায়' খুবই কঠিন একটি শব্দ, খুবই মর্মান্তিক একটু শব্দ আর সেটাই হচ্ছে ছবিগুলোতে।",ranoAG
৩ টাকার বাদাম কিনতে গিয়ে কথা বলতে বলতে দুই টাকার বাদাম মেরে দেওয়া পাব্লিক আমরা। অতএব ৮ হাজারের চাকরির জন্য ৮ লাখ ঘুষ দেওয়া লাগবে।এটাই সাইন্স।,ranoAG
আমরা খুব গর্বিত ...হ্যাটস অফ বন্ধুরা .. আল্লাহ তোমাকে রহমত করুক,ranoAG
আমরা খুব গর্বিত ... সর্বশক্তিমান Godশ্বর আপনারা সবাইকে দোয়া করুন .. আপনাকে গর্বিত। দয়া করে এগিয়ে যান .আল্লাহ আপনাকে মঙ্গল করুন ..,ranoAG
একটা অসীম তৃপ্তির শান্তি পাইছি নিউজটা দেখি। বড় ভাইদের ধন্যবাদ দিলেও ছোট করা হবে।  অন্য লেভের ভালোবাসার কাজ করছে তারা।,ranoAG
খুব জানতে ইচ্ছে করে তুমি কি সেই আগের মতই আছ নাকি অনেকখানি বদলে গেছ। খুব জানতে ইচ্ছে করে,ranoAG
এই বাল তার মুখ যদি কেউ অফ করতে পারে..... বাল একটা,ranoAG
এডিট মারসোস কেন আবার ! মনে  হচ্ছে  রেডিয়েশন  বের  হচ্ছে .,ranoAG
অনূর্ধ্ব ১৯ ক্রিকেটে ৮০% প্লেয়াররাই বয়স চুরি করে।,ranoAG
একজন রাজনিতি কর্মি পোষ্ট যদি   এইরকম হয় তাহলে সাধারন জনতা পোষ্ট কি রকম হওয়া উঠিৎ বন্ধু,ranoAG
দুঃখ না হয় তুমি পেলে সীমাহীন  তবুও তুমি ভালবেসো আমায়।,ranoAG
"থাপ্পড়ের পর অনেক কিছুই ওর চোখে পড়লো, যেগুলো ওর থেকে এড়িয়ে যাচ্ছিলো!'",ranoAG
এই  পৃথিবী  তে  এর  চেয়ে  সুখ  কিছুই  নাই .... যে  পাইছে  সে  এ  জানে ... দুনিয়াতে  বেহেস্তের  সুখ,ranoAG
আমি বুঝিনা পাবলিক ওরে কিভাবে সহ্য করে।ওভার এক্টিং এর বাপ।না জানে অভিনয় জানে...জানে শুধু ওভার এক্টিং।এত ওভার এক্টিং করে আর ওই বিরক্তিকর হাসি।ইমোশনাল সিনেও মনে হয় ও হাসছে।অভিনেতা একটু এক্টিং জানতে হয় ওর মধ্যে সেটাও নেই।শাকিব খানের চেয়েও ওকে আমার বেশী বিরক্ত লাগে।,ranoAG
২০/২৫ মিনিট গুগল দেখে বিগ ব্যাং নিয়ে ভিডিও বানায় দেওয়ার এফেক্ট এটা এই পোলা সব সময় শোঅফ করে।,ranoAG
পুরাই বাল পাকনা। এর মেক্সিমাম ভিডিও সাংঘর্ষিক। নগন্য জ্ঞানধারী ছেলে। জাহির করার প্রবনতা বেশি সেটা ভুল না সঠিক তা দেখতেছেনা।,ranoAG
নাহিদ রেইন্স নামের কুলাঙ্গারের বাচ্চাকে আমি সেই নিরাপদ সড়ক চাই এবং ছাত্র আন্দোলন থেকে চিনি!! সে ছাত্র আন্দোলনের বিরুদ্ধতা করে ভিডিও বানিয়েছিল!!,ranoAG
আজকের এই মহান রাতেই কিছু মৃত মানুষ প্রাণ ফিরে পেয়ে কবর থেকে ওঠে আসবে। কারণ আগামীকাল যে নির্বাচন,ranoAG
ওকে মেরে ফেলেন নাই কেন।।।ওর শাস্তি দেখে অন‍্য10টা ধর্ষক অন্তত বুঝতো দেশে এখনও কিছু মানুষ বেচে আছে,ranoAG
"আবার বলে, আমাকে মারছেন না? আমি মাইর খাইছি না? কত বড় সাহস",ranoAG
"এরে মেরে ফেলা দরকার। আমাদেরকে কিছু বলার নাই সি এন জি চালক এখনো বেচে আছে ক্যামনে, খানকির পোলারে কোপাই জায়গাই মেরে ফেলতে হইতো।",ranoAG
"প্রশাসনকে জবাব দিতে হবে আপোষ না সংগ্রাম??! সংগ্রাম,সংগ্রাম",ranoAG
"স্যার, আল্লাহর কসম আমি হোমওয়ার্ক করেছিলাম কিন্তু ভুলে বাসায় রেখে আসছি'",ranoAG
"আরে এতো সেই মহিলা,,,,যে বলছিলো খুশিতে ঠেলায় ভোট দিতে আসছে,",ranoAG
"শুধু একবার ভার্সিটিতে চান্স পাও, আর কোন পড়ালেখা নাই। তারপর শুধু আরাম আর আরাম",ranoAG
আমার মনে হয় এরা স্বর্গে গেলেও পায়খানা করতে চাইবে।যদিওবা এই ব্যবস্থা নাই   আমার ঘৃনা যে লিখসে তার জন্য।  সিসি টিভি তে ফোটেজ থাকতে পারে,ranoAG
৬০ বছর বয়সে চাকুরী শেষে ১০ কোটি টাকা দিয়া কি হবে যদি ২৮ বছর বয়সে এক্টা পছন্দের জুতা না কেনা যায়,ranoAG
"কিরে ভাই,letty একবার মরে,আবার ব্যাক করে হান এক বার মরে,আবার আসে,সমস্যা কি??????  কখন ভাই Brain কে নিয়ে আসে,কে জানে",ranoAG
এই সব দেখার জন্যই কি বাংলাদেশ স্বাধীন হয়েছিলো,ranoAG
আওয়ামী  জাহেলিয়া  এর  থেকে  আমরা  খখন  মুক্তি  পাবো  জানিনা  কিন্তু  ওদের  পরিণতি  ভয়াবহ  হবে  ইনশাহআল্লাহ.,ranoAG
ইতের হালার পুয়ালা আর লই বলে রাগ গইজ্জে দে,ranoAG
ভাই  মোশন  সিকনেস  যাদের  আসে  তারাই  বুঝবে  এর  কষ্ট,ranoAG
ভাই  আমার  উইন্ডোস  সেটআপ  দিতে  হইসে  আমি এখন  মাইক্রোসফট উন্ডোস ও নাই,ranoAG
"তুমি আজও, আলো জ্বালো, খুব গোপনে, খুব নীরবে, আলতো ছুঁয়ে, রং মাখিয়ে, আসবো না আমি আর তোমার হয়ে।",ranoAG
এই পতিতার ছবির ভাইরাল করতে কি আপনাদের খুব কষ্ট হয় ভাই??? কোন মেয়ে রেপ হলে ত্য তার ছবি ভাইরাল কে ভাইরাল করেন সবাই!!!,ranoAG
"কিন্তু কষ্টের কথা হলো সেখানে যে জানো*য়ার গুলো এসব শুনে তার সাথে জ্বী, হ্যাঁ বলে তাল মিলাচ্ছে, সেই জানোয়ার গুলোর মাথায়ও টুপি আছে আর তারাও নাম ধারী মুসলমান!!! এই মুসলমানের সামনে কিভাবে এই পতিতা এভাবে খারাপ ভাবে মন্তব্য করতে পারে আল্লাহকে নিয়ে, আমার মাথায় ধরেনা!",ranoAG
ক্যাম্পাসে কিছু হেডম ওয়ালা কর্মচারী থাকে।  এদের ভাব স্যারদের থেকেও বেশি। মনডা চায়  M24/Kar98k নিয়া এগুলারে Headshot করি।,ranoAG
এখন দেশের জনগণের সবার মুখে মুখে একটাই শ্লোগান চোর চোর ভোট চোর শেখ হাসিনা ভোট চোর সবাই বলেন ঠিক কিনা।,ranoAG
ফিলিসের পরিবারটা রক্তের সম্পর্কের অভ্যন্তরীন সংজ্ঞাটা দারণভাবে উপস্থাপন করে গেছে শেষ পর্যন্ত,ranoAG
"কানের উপর পক  পক  করবে , বাইরে  খাওয়া  যাবে  না  ,বাইরে যাওয়া যাবে  না,",ranoAG
"এর  সাথে  আমার  সফর  জাস্ট  রাগ  পর্যন্ত , রাগ  এর  পর  দীপন  আমার  সাথে  মেয়েটি  করতে  পারবে  না , আমার  সাথে  আগের  মতো  হ্যাংআউট  এ  যাবে  না",ranoAG
"এই  মাগি  নিয়ে  আমার  চলা  লাগবে , খালি  লাক  বলা  মানুষ",ranoAG
জনির জীবনটা তছনছ  করে দিয়েছে বদমাইশ মহিলা,ranoAG
তখন ফেমিনিস্টদের যে লাফালাফি হইছিল।জনির জন্য দুঃখ লাগে।বেচারার একাডেমি আর পাওয়া হলো না।,ranoAG
পাইরেটস  অফ  ক্যারিবিয়ান  সিরিজ  দেইখা  ফ্যান  হয়েছিলাম  ...  তার  লাইফ  এ  এমন  কিছু  হইসে  আগে  জানতামনা,ranoAG
এতো কিছু হয়ে গেলো জানতামই নাহ। নির্দোষ হলে অবশ্যই জনিকে ক্ষতিপূরণ দেয়া উচিত।,ranoAG
বর্তমানে উপাধি ভূষিত করতে গিয়ে নেতাদের কোনটা তেল আর কোনটা ককটেল প্রধানমন্ত্রী ভুলতে বসেছেন,ranoAG
কিন্তু ক্রাশ শেষ মুহুর্তে যা করেছে  সত্যি মনটা ভেঙ্গে দিয়েছে  খুব কষ্ট পেয়েছি,ranoAG
"নির্বাচনের পরিত্যক্ত পোস্টার থেকে তৈরী খাতা, যা দেওয়া হবে এতিমদের পড়াশোনার সাহায্য হিসেবে",ranoAG
যতো সব অযোগ্য কান্ডঙ্গানহীন মূর্খ কি বাংলাদেশ ক্রিকেট বোর্ডেই নাকি?এরা নাকি নির্বাচকের দায়িত্বে? এরা কিভাবে নির্বাচক হতে পারে বোর্ডের দায়িত্বে থাকে যাদের দল সিলেক্ট নিয়ে ক্রিকেট বিষয়ক সামান্যতম ঙ্গান নাই।,ranoAG
"তাইলে পাপন অটো চয়েজ,এগ্লা ফাইজলামি পাকিস্তানে যায় নাই তাই নাটক বানাইতেছে,মনে হয় ওগো বাপে পাপন্স আইয়া খেইলা দিব",ranoAG
মাশাআল্লাহ আল্লাহ সুবহানাহু ওয়া তায়ালা আপনার জ্ঞানের পরিধি আরও বৃদ্ধি করে দিন প্রিয় শায়েখ আমিন,ranoAG
"কোরান ও রাসুলে আকরাম( সঃ ) হাদিসের কথা শুনে,গবেষণা করে অমুসলিমরা মুসলিম হচ্ছে ।আর আমাদের বাংলাদেশের মানুষ গুলি ইমান হারা হয়ে কবরের দিকে ধাবিত হচ্ছে ।",ranoAG
Hasib Evan যারা নোংরা তাদের মুখ দিয়ে নোংরা কোথায় আসবে ভালো কথা আশা করা যায় না,ranoAG
এর চাইতেও উচিৎ আর কোন উত্তর হয়না!  রেসপেক্ট প্রিয় হুমায়ুন ফরিদী স্যার!,ranoAG
"বাইকে থাকা অবস্থায় মাঝেমাঝে পাশ কাটিয়ে চুয়েট বাস যায়, বাসের হেল্পার বা ড্রাইভারদের চোখে পড়লে তিতাস ভাই বলে ডাক দেই ওরা..... পিছনের দরজায় অচেনা মুখ দেখি.... এই।",ranoAG
"ভ্যালেনটাইন  ডে  তে  সব  কাপলরা  সেক্স  করে  না , সো  স্টপ  সয়িং  ১৪  তারিখ   সবাই  ফার্মেসী  তে  ভিড়  করবে . মানে  এতো  লো মেন্টালিটি  নিয়ে  বেঁচে  আছো   কিভাবে  ভাই .",ranoAG
আমার বন্ধু যখন বউ লইয়া আমার চোখের সামনে দিয়া হাইট্টা যায়।ফাইট্টা যায় ছিড়া যায় জোড়া লাগানোর কোনো কদরুত নাই।,ranoAG
আপনার চাওয়াটা সহজ হলেও পাওয়াটা এর চেয়েও হাজার গুণ কঠিন।,ranoAG
প্রমিথিউসের চালাকি বুঝতে পেরে জিউস প্রচণ্ড ক্ষেপে যান এবং মানবজাতি যাতে দেবতার কিছু উৎসর্গ করতে না পারে সেজন্য জিউস পৃথিবী থেকে সব আগুন তুলে নিয়ে যান।,ranoAG
"মানবজাতির স্রষ্টা প্রমিথিউস এতে উদ্বিগ্ন হয়ে পড়েন! কারণ আগুন ছাড়া মানুষ বাঁচতে পারবে না, উৎসর্গ তো দূরে থাকুক।",ranoAG
তবে এবারে জিউসের রাগটা গিয়ে পড়লো শুধুই প্রমিথিউসের উপর। প্রচণ্ড ক্রোধের বশে জিউস প্রমিথিউসকে দিলেন ভয়ানক এক শাস্তি।,ranoAG
গত ২৯ ডিসেম্বর চীনের হুবেই প্রদেশের একটি জনবহুল শহর উহানে মরণঘাতী করোনা ভাইরাসের উপস্থিতির প্রমাণ মেলে। প্রথমদিকে ব্যাপারটি তেমন গুরুত্ব না পেলেও সময়ের সঙ্গে পাল্লা দিয়ে করোনা মহামারি আকার ধারণ করে।,ranoAG
"নাগরিক ছন্দপতন ঘটায় এক ভূতুড়ে পরিবেশ তৈরি হয়েছে সেখানে। মানুষের পাদচারণায় পরিপূর্ণ সব জায়গাও জনশূন্য, চলছে না কোনো গাড়ি, দোকানপাট বন্ধ করে সবাই ঘরে বসে অনাকাঙ্ক্ষিত কিছু একটার প্রহর গুনছে।",ranoAG
“ভাইরাসে আক্রান্ত হওয়ার পরও অনেকে জায়গার অভাবে হাসপাতালে ভর্তি হতে পারছেন না। তাই তারা মৃত্যুর প্রহর গুনছেন।’’,ranoAG
"আমার কাছে মনে হচ্ছে পুরো পৃথিবী যেন থমকে আছে, এমন নীরবতা ভয়ের জন্ম দিচ্ছে মনের ভেতর।",ranoAG
"রাতে খাওয়ার সময় বন্ধুদের সঙ্গে ভিডিও কলে কথা বলছিলাম। তাদের অনেকেই উহানের পার্শ্ববর্তী শহরে ছিল। বাড়িতে ফিরে আসতে ভয় পাচ্ছিল তারা,",ranoAG
কিন্তু ঘুমাতে যাওয়ার পর বিগত কয়েকদিনের ঘটনা মনে করে আর ঘুমাতে পারলাম না। অনেক অসহায় লাগছিল ভেতর থেকে; কান্না করে নিজেকে কিছুটা হালকা করতে চাইলাম,ranoAG
"আমি চলমান অচলাবস্থার প্রথমদিন থেকেই অনলাইন সেন্সরশিপের কারণে তেমন কিছুই লিখতে পারিনি। চীনে অনলাইনে অনেক আগে থেকেই কড়াকড়ি রয়েছে, কিন্তু এখনকার পরিস্থিতি ভিন্ন।",ranoAG
"সবার জন্য বাইরে বেরোলে মাস্ক পরা বাধ্যতামূলক করা হয়েছে। এটা ভালো একটা উদ্যোগ, কিন্তু কখনো কখনো এমন নিয়ম ক্ষমতার অপব্যবহারের সুযোগ করে দেয়।",ranoAG
"শহর জুড়ে অচলাবস্থা চলার কারণে মানুষের বিশ্বাস আর মনোবল ভেঙে পড়েছিল প্রায়। উহান আজ ক্লান্ত, পরিশ্রান্ত; নিজের ভারই বহন করতে পারছে না যেন।",ranoAG
তোমরা যেটিকে ওয়াজ মনে করো রাজাকার সাঈদীর দালাল আজহারী সেটিকে লাভজনক ব্যবসা মনে করে আর সে ব্যবসার সামান্য নমুনা মাত্র ৫ কোটি টাকার গাড়ি কিনেছে আজহারী,ranoAG
এই  রাইডারের কে   জেল  এ  ঢুকানো  উচিত যাদের  জন্যই  রোড  এক্সিডেন্ট  গুলা  হচ্চে ... আর   দোষ  হচ্ছে  বাস  ড্রাইভার  আর .,ranoAG
মজার বিষয় হচ্ছে যারা এইগুলা দেখে মজা পাচ্ছে ওরা কিন্তু তোমার মরে কান্না পর্যন্ত করবে না,ranoAG
"কেন ভাই কেন ? তোর ফ্যামিলি আছে, মা আছে বাবা আছে কেন তুই এমন রিস্ক নিতে গেলি ?",ranoAG
এই করতে যেয়েই তো মরে।এদের তো কিছু হয়না।পরিবার গুলা শুধু শেষ হয়।,ranoAG
দুই তিনটা বাউলি মেরে নিজেরে রাইডার মনেকরা নেহাৎ বোকামি!! রিস্ক ছাড়া যেখানে সাধারণ ভাবে চালানো যায় সেখানে অযথা রিস্ক নেয়াতে বাহাদুরির কিছু নেই!!,ranoAG
যারা  হা হা  রিএক্ট  দিয়েছে  তাদের  বিবেক  বলতে  কি  কিছু  নাই ??? এইটা কি মজার কিছু ??? মানুষ  এখন  মানুষের  কষ্ট  দেখে  ও  হাসে .,ranoAG
"আর এফ এল মেনেজমেন্ট কখনো এটা করতে বলে নাই, কিছু কিছু চোর বাটপার দের করনে আমার সুনামধন্য প্রতিস্ঠানের সুনাম নষ্ট হয়,এই মূহুর্তে এদের কে চাকরি থেকে বাদ দেওয়া উচিৎ",ranoAG
"এই হানে বাল না ফালাইয়া , সরকারি কাজে বাল ফালান, যেমন  ভুমি অফিসে , পৌরসভা, নানা সরকারি অফিসে , এইখানে তো সবাই এইগুলা করতে পারে ঐখানে করে দেখান",ranoAG
"মাশাআল্লাহ, এটাতো ২০১৫ সালের ওয়াজ, তখন তিনি নতুন করে ওয়াজ করা শুরু করতেছেন।",ranoAG
এভাবে মহাভারত লিখতে সময় লেগে যায় তিন বছর। আর এরই মাঝে গণেশ নিজের দুটো দাঁতের একটি হারান।,ranoAG
"এই আত্মা অচ্ছেদ্য, অদাহ্য, অক্লেদ্য, অশোষ্য। তিনি চিরস্থায়ী, সর্বব্যাপী, অপরিবর্তনীয় ও সনাতন।",ranoAG
করোনা ভাইরাসের সিজনে পক্স মোটেও ভালো লক্ষণ নয়... বেশী করে ডাবের পান খাবেন। গেট ওয়েল শুন’,ranoAG
"জিহাদ ও খেলাফতের সিলসিলা বইটিকে নামের কারনে এক অনলাইন পরিবেশক তাদের ওয়েবসাইটে রাখেন নাই, দুইজন পাঠক বইটির কারনে পুলিশের হাতে হয়রানি হয়েছেন।",ranoAG
"কিন্তু বইটাকে তখন কেউ কেউ সহজেই ধর্মবিরোধী হিসাবে অভিযুক্ত করতে পারে, সেই আশংকা সামনে আসলো। শেষ পর্যন্ত কন্ট্রোভার্সি এড়িয়ে যাওয়ার স্বার্থে সেই প্রস্তাব তুলে নিলাম।",ranoAG
"কিন্তু আমি ব্যক্তিগত ভাবে মনে করি, এই বইটি বা বইটির প্রচ্ছদ দিয়ে আমার পক্ষে গোড়া ধার্মিক আর ধর্ম বিরোধী কাউকেই খুশি করার উপায় নাই।",ranoAG
সত্যিই মদিনাকে একটা আবরণে ঢেকে দেওয়া হয়েছে। শব্দকেও আমরা 'ধর্মীয়' বানিয়ে রেখেছি।,ranoAG
এরপর কিছু জায়গায় নায়িকা আর নায়কের ওভার এক্টিং আমাকে খুবই হতাশ করেছে।,ranoAG
কেউ  যদি  মুভির কোনো  ভালো  রিভিউ  করে  তবে  সবাই  কমেন্ট  বাক্স  এ  এসে  মুভির  প্রশংসা করে  চুদে  দেয় .. .আবার  কেউ  যদি  নেগেটিভ  রিভিউ  করে  ঠিক  তখন  তার  উল্টা  কাজ  করেন ...কেন  ভাই  আপনাদের  নিজের  কি  কোনো  মতামত নাই,ranoAG
আমিও  অনেক  ইন্টারেষ্টিং  হবে  মনে  করসিলাম । পরে  দেখতে  গিয়ে  একটুও  ভালো  লাগসে  নাই  ।তাই  হাফ  দেখে  অফ  করে  দিসি,ranoAG
ছেলেটার ম্যাচিউরিটি লেভেল দেখে আমি অবাক। সে তার ঋণের কথা পর্যন্ত বলে গেছে।,ranoAG
ওদের বিরুদ্ধে রেগিং এর অভিযোগ আনা  হইছে। কিন্তু তাই বলে স্যার হয়ে এলোপাথাড়ি মারবে?,ranoAG
"রাগ্গিং  হোক  আর  না  হোক , তাই  বলে  কি  এই  'স্যার' রা  কারো  হাত  ভেঙে  দেয়ার  সার্টিফিকেট  পাই  ? এমন  ঘটনা  সত্যি  হয়েই  থাকে , রাগ  যে  দিসে  র  এই  'স্যারদের  ডিফারেন্স  তা  কোথায় ?",ranoAG
চুয়েটের চার বছরে যতজন ফ্রেন্ডলি শিক্ষক দেখসি তাদের মধ্যে আরাফাত স্যার অন্যতম।তার বিরুদ্ধে এমন অভিযোগ আশ্চর্যজনক।,ranoAG
সব ডাক্তার সাহেব যে মেডিকেল থেকে পাশ করে তার নামের সাথে প্রতিষ্ঠানের নাম থাকে তাহলে আজহারী লেখায় ওর সমস্যা কি?,ranoAG
"ব্যাসিল হলওয়ার্ড একজন চিত্রশিল্পী, অল্পভাষী মৃদু স্বভাবের এই ব্যক্তি বছর কয়েক আগে হুট করে উধাও হয়ে বেশ আলোচনার কেন্দ্রে এসেছিল।",ranoAG
"আবার ডরিয়ানের সাথে হেনরির পরিচয় হোক, এ-ও সে চাইতো না। ব্যাসিল মনে করতো, হেনরির অদ্ভুত দৃষ্টিভঙ্গী ডরিয়ানের উপর একটা খারাপ প্রভাব ফেলবে।",ranoAG
" আহা, কী চমৎকারই না হতো, যদি এই ছবিটা বুড়িয়ে যেতো আর আমি যেমন আছি, তেমনই থাকতাম! এর জন্য আমি আমার আত্মা বিক্রি করে দিতেও রাজি। ",ranoAG
"এক রাতে, এক নিম্নমানের ভাঙাচোরা থিয়েটারে তার সাথে পরিচয় হয় সিবিল ভেইনের। সিবিল থিয়েটারের সবচেয়ে দক্ষ অভিনেত্রী, তার কাজ দেখে মুগ্ধ হয় ডরিয়ান।",ranoAG
"সিবিলের এই অবস্থা দেখে ক্ষিপ্ত হয় ডরিয়ান, তার সাথে সম্পর্ক ত্যাগ করে সে।",ranoAG
"পরদিন সকালে সে খবর পায়, সিবিল আত্মহত্যা করেছে। এসময় ডরিয়ান দেখে, ব্যাসিলের আঁকা সেই পোর্ট্রেট একটু বদলে গেছে।",ranoAG
"উপন্যাসের নামচরিত্র ডরিয়ান গ্রে আদতে একজন অত্যন্ত স্বার্থপর ব্যক্তি। নিজের সৌন্দর্য সম্পর্কে অবগত হবার পর থেকে সে যেমন স্বেচ্ছাচারী জীবন কাটায়, তেমনই নিজের কোনো কাজের জন্য দায় স্বীকার করতে রাজি না সে।",ranoAG
নিজের বোন সোনায় সোহাগা আর অন্যের বইন ডাস্টবিনের ময়লা।যাইতাম যে কই।,ranoAG
